disc_number;duration_ms;explicit;track_number;track_popularity;track_id;track_name;audio_features_danceability;audio_features_energy;audio_features_key;audio_features_loudness;audio_features_mode;audio_features_speechiness;audio_features_acousticness;audio_features_instrumentalness;audio_features_liveness;audio_features_valence;audio_features_tempo;audio_features_id;audio_features_time_signature;album_id;album_name;album_release_date;album_total_tracks
1;234466;VERDADERO;21;82;3xYJScVfxByb61dYHTwiby;Hits Different;672;782;50;-6499;1;421;148;0.000473;296;239;106026;3xYJScVfxByb61dYHTwiby;40;1fnJ7k0bllNfL1kVdNVW1A;Midnights (The Til Dawn Edition);26/05/2027;24
1;202395;VERDADERO;1;-70;4g2c7NoTWAOSYDy44l9nub;Lavender Haze;735;444;100;-10519;1;684;204;12;17;984;97038;4g2c7NoTWAOSYDy44l9nub;40;3lS1y25WAhcqJDATJK70Mq;Midnights (3am Edition);22/10/2022;20
1;218270;VERDADERO;2;70;199E1RRrVmVTQqBXih5qRC;Maroon;658;378;70;-83;1;379;593;0;976;382;108034;199E1RRrVmVTQqBXih5qRC;40;3lS1y25WAhcqJDATJK70Mq;Midnights (3am Edition);22/10/2022;20
1;200690;FALSO;3;71;02Zkkf2zMkwRGQjZ7T4p8f;;638;634;40;-6582;1;457;133;0.000123;152;519;96953;02Zkkf2zMkwRGQjZ7T4p8f;40;3lS1y25WAhcqJDATJK70Mq;Midnights (3am Edition);22/10/2022;20
1;256124;VERDADERO;4;69;6ADDIJxxqzM9LMpm78yzQG;Snow On The Beach (feat. Lana Del Rey);659;323;90;-13425;1;436;735;321;116;154;110007;6ADDIJxxqzM9LMpm78yzQG;40;3lS1y25WAhcqJDATJK70Mq;Midnights (3am Edition);22/10/2022;20
"1,194206,False,5,71,7gVWKBcfIW93YxNBi3ApIE,""You're On Your Own, Kid"",0.694,0.38,2.0,-10.307,1,0.0614,0.416,8.47e-06,0.126,0.376,120.044,7gVWKBcfIW93YxNBi3ApIE,4.0,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20";;;;;;;;;;;;;;;;;;;;;;;
1;174782;FALSO;6;70;6Nl7KyvjkFncGsjB49SxLl;Midnight Rain;636;377;0;-11721;1;708;71;0.00651;115;23;139966;6Nl7KyvjkFncGsjB49SxLl;40;3lS1y25WAhcqJDATJK70Mq;Midnights (3am Edition);22/10/2022;20
1;210556;VERDADERO;7;67;6C7OF1Jal7YkyjzyUG8vkK;Question...?;751;502;70;-8777;1;162;226;0;297;112;108989;6C7OF1Jal7YkyjzyUG8vkK;40;3lS1y25WAhcqJDATJK70Mq;Midnights (3am Edition);22/10/2022;20
1;164801;VERDADERO;8;69;5yeuXkukVGuix3vmLu2BPJ;Vigilante Shit;87;279;40;-11134;0;364;16;0.00174;121;16;79996;5yeuXkukVGuix3vmLu2BPJ;40;3lS1y25WAhcqJDATJK70Mq;Midnights (3am Edition);22/10/2022;20
1;194165;FALSO;9;70;0jvo9CjnbR0lYUDTSNTMiu;Bejeweled;7;55;70;-913;1;653;661;102;91;412;164003;0jvo9CjnbR0lYUDTSNTMiu;40;3lS1y25WAhcqJDATJK70Mq;Midnights (3am Edition);22/10/2022;20
1;247962;FALSO;10;67;43q586vP8gGkYypKoSddhl;Labyrinth;487;313;0;-15434;1;487;791;348;124;141;110039;43q586vP8gGkYypKoSddhl;40;3lS1y25WAhcqJDATJK70Mq;Midnights (3am Edition);22/10/2022;20
1;204852;VERDADERO;11;75;5oqDgw5VGBln5dSIOPWyBq;Karma;649;622;80;-7054;1;582;74;0;594;106;90024;5oqDgw5VGBln5dSIOPWyBq;40;3lS1y25WAhcqJDATJK70Mq;Midnights (3am Edition);22/10/2022;20
1;188496;FALSO;12;68;3zmwONxswBAzGwExPugSLN;Sweet Nothing;334;161;0;-14875;1;506;967;0.00471;115;396;176747;3zmwONxswBAzGwExPugSLN;40;3lS1y25WAhcqJDATJK70Mq;Midnights (3am Edition);22/10/2022;20
1;191039;FALSO;13;74;56hioFjQ0DXrdn04hZcFgG;Mastermind;661;352;40;-14077;1;117;571;147;884;13;125934;56hioFjQ0DXrdn04hZcFgG;40;3lS1y25WAhcqJDATJK70Mq;Midnights (3am Edition);22/10/2022;20
1;240355;FALSO;14;76;3UMrglJeju5yWyYIW6o99b;The Great War;573;741;50;-8987;1;353;219;0.00223;842;554;96016;3UMrglJeju5yWyYIW6o99b;40;3lS1y25WAhcqJDATJK70Mq;Midnights (3am Edition);22/10/2022;20
1;218502;FALSO;15;74;0BiqmkasE5FdrChwKfVp8X;Bigger Than The Whole Sky;422;235;60;-12379;1;568;826;648;115;68;16571;0BiqmkasE5FdrChwKfVp8X;40;3lS1y25WAhcqJDATJK70Mq;Midnights (3am Edition);22/10/2022;20
1;196258;FALSO;16;72;7712gjoih4QoDbXpljEk21;;7;509;70;-10547;1;789;112;0.00327;137;345;110947;7712gjoih4QoDbXpljEk21;40;3lS1y25WAhcqJDATJK70Mq;Midnights (3am Edition);22/10/2022;20
1;231475;FALSO;17;72;5kiZGSxgqPdv6rbqL9THdd;High Infidelity;646;529;100;-10179;1;864;723;0;885;755;87862;5kiZGSxgqPdv6rbqL9THdd;40;3lS1y25WAhcqJDATJK70Mq;Midnights (3am Edition);22/10/2022;20
1;148781;FALSO;18;70;6wAFvJPpTZVirBKGZ4EnMW;Glitch;675;466;110;-9738;0;201;361;0;11;347;140864;6wAFvJPpTZVirBKGZ4EnMW;40;3lS1y25WAhcqJDATJK70Mq;Midnights (3am Edition);22/10/2022;20
"1,260361,False,19,75,0aV5uARAknQgYhBaK944FP,""Would've, Could've, Should've"",0.483,0.84,7.0,-6.508,1,0.119,0.43,0.000575,0.146,0.55,157.979,0aV5uARAknQgYhBaK944FP,4.0,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20";;;;;;;;;;;;;;;;;;;;;;;
1;225194;FALSO;20;71;3QF5RsWzK1lCvf2o2cY65P;Dear Reader;562;388;0;-12088;1;705;481;145;117;159;107747;3QF5RsWzK1lCvf2o2cY65P;40;3lS1y25WAhcqJDATJK70Mq;Midnights (3am Edition);22/10/2022;20
1;202395;VERDADERO;1;-85;5jQI2r1RdgtuT8S3iG8zFC;Lavender Haze;733;436;100;-10489;1;8;258;573;157;976;96985;5jQI2r1RdgtuT8S3iG8zFC;40;151w1FgRZfnKZA9FEcg9Z3;Midnights;21/10/2022;13
1;218270;VERDADERO;2;80;3eX0NZfLtGzoLUxPNvRfqm;Maroon;637;398;70;-8294;1;564;573;0.000103;101;374;108075;3eX0NZfLtGzoLUxPNvRfqm;40;151w1FgRZfnKZA9FEcg9Z3;Midnights;21/10/2022;13
1;200690;FALSO;3;-92;0V3wPSX9ygBnCm8psDIegu;Anti-Hero;637;643;40;-6571;1;519;13;0.000018;142;533;97008;0V3wPSX9ygBnCm8psDIegu;40;151w1FgRZfnKZA9FEcg9Z3;Midnights;21/10/2022;13
1;256124;VERDADERO;4;78;1wtOxkiel43cVs0Yux5Q4h;Snow On The Beach (feat. Lana Del Rey);663;319;90;-13481;1;375;69;993;117;193;109957;1wtOxkiel43cVs0Yux5Q4h;40;151w1FgRZfnKZA9FEcg9Z3;Midnights;21/10/2022;13
"1,194206,False,5,85,4D7BCuvgdJlYvlX5WlN54t,""You're On Your Own, Kid"",0.696,0.396,2.0,-10.289,1,0.0656,0.401,5.2e-06,0.125,0.38,120.041,4D7BCuvgdJlYvlX5WlN54t,4.0,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,13";;;;;;;;;;;;;;;;;;;;;;;
1;174782;FALSO;6;85;3rWDp9tBPQR9z6U5YyRSK4;Midnight Rain;643;363;0;-11738;1;767;69;0.00517;115;23;139865;3rWDp9tBPQR9z6U5YyRSK4;40;151w1FgRZfnKZA9FEcg9Z3;Midnights;21/10/2022;13
1;210556;VERDADERO;7;-75;0heeNYlwOGuUSe7TgUD27B;Question...?;751;502;70;-8763;1;167;2;0;296;106;108943;0heeNYlwOGuUSe7TgUD27B;40;151w1FgRZfnKZA9FEcg9Z3;Midnights;21/10/2022;13
1;164801;VERDADERO;8;81;1xwAWUI6Dj0WGC3KiUPN0O;Vigilante Shit;798;277;40;-11096;0;39;173;0.00525;121;163;79846;1xwAWUI6Dj0WGC3KiUPN0O;40;151w1FgRZfnKZA9FEcg9Z3;Midnights;21/10/2022;13
1;194165;FALSO;9;84;3qoftcUZaUOncvIYjFSPdE;Bejeweled;696;559;70;-919;1;693;618;0.00558;887;433;163999;3qoftcUZaUOncvIYjFSPdE;40;151w1FgRZfnKZA9FEcg9Z3;Midnights;21/10/2022;13
1;247962;FALSO;10;77;0A1JLUlkZkp2EFrosoNQi0;Labyrinth;406;306;0;-1548;1;517;785;488;122;122;110014;0A1JLUlkZkp2EFrosoNQi0;40;151w1FgRZfnKZA9FEcg9Z3;Midnights;21/10/2022;13
1;204852;VERDADERO;11;88;7KokYm8cMIXCsGVmUvKtqf;Karma;642;62;80;-7091;1;666;734;0;483;969;9002;7KokYm8cMIXCsGVmUvKtqf;40;151w1FgRZfnKZA9FEcg9Z3;Midnights;21/10/2022;13
1;188496;FALSO;12;77;0wavGRldH0AWyu2zvTz8zb;Sweet Nothing;337;156;0;-14919;1;518;964;0.00772;115;39;176655;0wavGRldH0AWyu2zvTz8zb;40;151w1FgRZfnKZA9FEcg9Z3;Midnights;21/10/2022;13
1;191039;FALSO;13;78;7FmYn9e7KHMXcxqGSj9LjH;Mastermind;662;357;40;-14064;1;154;553;129;837;124;125966;7FmYn9e7KHMXcxqGSj9LjH;40;151w1FgRZfnKZA9FEcg9Z3;Midnights;21/10/2022;13
1;295413;FALSO;1;72;6lzc0Al0zfZOIFsFvBS1ki;State Of Grace (Taylor's Version);594;713;90;-5314;1;503;328;0;114;328;129958;6lzc0Al0zfZOIFsFvBS1ki;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;223093;FALSO;2;80;4OAuvHryIVv4kMDNSLuPt6;Red (Taylor's Version);516;777;10;-4908;0;375;108;0.000162;761;408;125047;4OAuvHryIVv4kMDNSLuPt6;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;242720;FALSO;3;72;3S7HNKPakdwNEBFIVTL6dZ;Treacherous (Taylor's Version);645;593;20;-6506;1;288;344;127;13;299;109984;3S7HNKPakdwNEBFIVTL6dZ;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;219760;FALSO;4;80;6AtZLIzUINvExIUy4QhdjP;I Knew You Were Trouble (Taylor's Version);584;557;60;-6371;1;342;129;0;576;767;154008;6AtZLIzUINvExIUy4QhdjP;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;329160;FALSO;5;78;3nsfB1vus2qaloUdcBZvDu;All Too Well (Taylor's Version);44;528;0;-7809;1;317;171;203;234;132;185972;3nsfB1vus2qaloUdcBZvDu;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;230960;FALSO;6;80;3yII7UwgLF6K5zW3xad3MP;22 (Taylor's Version);642;695;70;-562;1;281;443;0.00102;753;642;103984;3yII7UwgLF6K5zW3xad3MP;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;244586;FALSO;7;-71;2r9CbjYgFhtAmcFv1cSquB;I Almost Do (Taylor's Version);511;559;40;-6587;1;264;167;0;113;248;14588;2r9CbjYgFhtAmcFv1cSquB;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;193146;FALSO;8;81;5YqltLsjdqFtvqE7Nrysvs;We Are Never Ever Getting Back Together (Taylor's Version);567;686;70;-6139;1;175;317;0.000186;732;716;172014;5YqltLsjdqFtvqE7Nrysvs;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;205786;FALSO;9;71;7eQj6r5PIdYKEIZjucBMcq;Stay Stay Stay (Taylor's Version);693;681;0;-7039;1;25;848;0;768;663;10002;7eQj6r5PIdYKEIZjucBMcq;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;299080;FALSO;10;74;0y6kdSRCVQhSsHSpWvTUm7;The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version);502;534;20;-5954;1;278;399;0;977;155;9405;0y6kdSRCVQhSsHSpWvTUm7;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;202960;FALSO;11;70;7J4b3LVCIGO4CMBDFLPoP6;Holy Ground (Taylor's Version);622;809;90;-5623;1;638;288;218;109;511;156894;7J4b3LVCIGO4CMBDFLPoP6;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;284773;FALSO;12;72;73qMN9bXy7MSPwwGfH3wQr;Sad Beautiful Tragic (Taylor's Version);601;406;70;-11827;1;275;622;0.00919;133;232;130059;73qMN9bXy7MSPwwGfH3wQr;30;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;240466;FALSO;13;70;4e5ayHsOLJNLTGfjau2mEw;The Lucky One (Taylor's Version);686;571;40;-7138;1;5;66;0;608;538;117889;4e5ayHsOLJNLTGfjau2mEw;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;245426;FALSO;14;76;7qEUFOVcxRI19tbT68JcYK;Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version);498;61;60;-5098;1;363;271;0;223;474;79918;7qEUFOVcxRI19tbT68JcYK;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;220413;FALSO;15;70;7A2cNLRT0YJc1yjxHlKihs;Starlight (Taylor's Version);628;685;40;-5864;1;358;324;0;18;605;126014;7A2cNLRT0YJc1yjxHlKihs;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;238866;FALSO;16;73;05GsNucq8Bngd9fnd4fRa0;Begin Again (Taylor's Version);519;527;70;-7673;1;274;75;0;132;267;78915;05GsNucq8Bngd9fnd4fRa0;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;285280;FALSO;17;70;0NRHj8hDwwmSPaA41o379r;The Moment I Knew (Taylor's Version);636;402;70;-7855;1;31;494;0;107;208;125952;0NRHj8hDwwmSPaA41o379r;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;223333;FALSO;18;73;4pNApnaUWAL2J4KO2eqokq;Come Back...Be Here (Taylor's Version);46;632;40;-6031;1;302;158;0;822;399;79846;4pNApnaUWAL2J4KO2eqokq;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;220520;FALSO;19;68;0DMVrlMUn01M0IcpDbwgu7;Girl At Home (Taylor's Version);691;736;50;-6974;1;326;955;0.00188;101;612;125089;0DMVrlMUn01M0IcpDbwgu7;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;321640;FALSO;20;67;5jAIouBES8LWMiriuNq170;State Of Grace (Acoustic Version) (Taylor's Version);445;131;70;-13778;1;564;663;0.000157;108;101;208918;5jAIouBES8LWMiriuNq170;30;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;264253;FALSO;21;65;7nWui6jiMM2m9qFmET1Mtj;Ronan (Taylor's Version);623;279;0;-10802;1;31;661;0;193;38;11604;7nWui6jiMM2m9qFmET1Mtj;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;297013;FALSO;22;74;4OmFmE0fzcMG6g0Y8p4eSD;Better Man (Taylor's Version) (From The Vault);473;579;40;-5824;1;384;214;0;877;255;73942;4OmFmE0fzcMG6g0Y8p4eSD;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;258812;FALSO;23;78;01K4zKU104LyJ8gMb7227B;Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault);606;377;0;-9455;1;275;817;0;154;446;10196;01K4zKU104LyJ8gMb7227B;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;224240;FALSO;24;74;0v4z1tuZvn6LGknom9Qx7d;Babe (Taylor's Version) (From The Vault);584;743;40;-7075;1;931;538;0.000283;121;746;167844;0v4z1tuZvn6LGknom9Qx7d;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;225960;FALSO;25;74;3z6XUommYDWPHeFhmhhT6j;Message In A Bottle (Taylor's Version) (From The Vault);622;791;70;-6106;1;535;188;0.000372;83;494;115915;3z6XUommYDWPHeFhmhhT6j;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;285106;VERDADERO;26;77;4CkgMiMqZ5JzW9iYXSTMTL;I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault);391;715;0;-4516;1;495;167;0;183;473;149654;4CkgMiMqZ5JzW9iYXSTMTL;30;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;263533;FALSO;27;70;3oGVx9RBmiYGv5ZCecWLkx;Forever Winter (Taylor's Version) (From The Vault);611;552;70;-5828;1;31;256;0;134;41;116012;3oGVx9RBmiYGv5ZCecWLkx;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;240226;FALSO;28;71;4IQkfUsrwXol38VV3U7t7T;Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault);61;488;30;-6918;1;293;817;0;312;443;125039;4IQkfUsrwXol38VV3U7t7T;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;200280;FALSO;29;76;6pYNq0ZwpPVazKzsqpf0G8;The Very First Night (Taylor's Version) (From The Vault);678;733;70;-5025;1;281;115;0;104;581;121009;6pYNq0ZwpPVazKzsqpf0G8;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;613026;VERDADERO;30;87;5enxwA8aAbwZbf5qCHORXi;All Too Well (10 Minute Version) (Taylor's Version) (From The Vault);631;518;0;-8771;1;303;274;0;88;205;93023;5enxwA8aAbwZbf5qCHORXi;40;6kZ42qRrzov54LcAk4onW9;Red (Taylor's Version);12/11/2021;34
1;241591;FALSO;1;84;77sMIMlNaSURUAXq5coCxE;Fearless (Taylor’s Version);569;741;50;-4963;1;282;122;0;333;43;100118;77sMIMlNaSURUAXq5coCxE;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;294419;FALSO;2;72;2nqio0SfWg6gh2eCtfuMa5;Fifteen (Taylor’s Version);559;646;70;-461;1;272;116;0;32;289;95466;2nqio0SfWg6gh2eCtfuMa5;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;235766;FALSO;3;82;6YvqWjhGD8mB5QXcbcUKtx;Love Story (Taylor’s Version);627;792;20;-4311;1;31;13;0.000397;845;415;119054;6YvqWjhGD8mB5QXcbcUKtx;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;254254;FALSO;4;71;550erGcdD9n6PnwxrvYqZT;Hey Stephen (Taylor’s Version);788;571;60;-6135;1;296;106;0;934;797;11599;550erGcdD9n6PnwxrvYqZT;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;234515;FALSO;5;72;5YL553x8sHderRBDlm3NM3;White Horse (Taylor’s Version);423;517;0;-7377;1;486;369;0;177;366;185262;5YL553x8sHderRBDlm3NM3;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;231124;FALSO;6;86;1qrpoAMXodY6895hGKoUpA;You Belong With Me (Taylor’s Version);632;773;60;-4856;1;346;623;0;885;474;130033;1qrpoAMXodY6895hGKoUpA;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;263377;FALSO;7;69;7HC7R2D8WjXVcUHJyEGjRs;Breathe (feat. Colbie Caillat) (Taylor’s Version);506;626;10;-6066;1;287;156;0;228;321;148035;7HC7R2D8WjXVcUHJyEGjRs;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;200575;FALSO;8;68;0k0vFacOHNuArLWMiH60p7;Tell Me Why (Taylor’s Version);578;909;70;-3669;1;628;222;0;333;541;100023;0k0vFacOHNuArLWMiH60p7;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;261842;FALSO;9;70;6iiAfo4wTA2CVC3Uwx9uh8;You’re Not Sorry (Taylor’s Version);506;444;60;-499;1;285;538;0;123;241;133873;6iiAfo4wTA2CVC3Uwx9uh8;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;243136;FALSO;10;82;22bPsP2jCgbLUvh82U0Z3M;The Way I Loved You (Taylor’s Version);402;732;50;-4665;1;484;33;0;108;472;161032;22bPsP2jCgbLUvh82U0Z3M;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;225328;FALSO;11;73;1msEuwSBneBKpVCZQcFTsU;Forever & Always (Taylor’s Version);598;821;100;-4433;1;447;231;0;143;673;12803;1msEuwSBneBKpVCZQcFTsU;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;245290;FALSO;12;67;6ON9UuIq49xXY9GPmHIYRp;The Best Day (Taylor’s Version);642;576;10;-8524;1;282;488;0;159;469;1250;6ON9UuIq49xXY9GPmHIYRp;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;279359;FALSO;13;66;3ExweHKZF9B752DPQByRVT;Change (Taylor’s Version);499;815;50;-4063;1;341;191;0;181;344;95999;3ExweHKZF9B752DPQByRVT;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;237580;FALSO;14;68;2m3ObD945KvpE5y9A1eUWm;Jump Then Fall (Taylor’s Version);572;69;20;-6201;1;358;474;0;897;624;160111;2m3ObD945KvpE5y9A1eUWm;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;312107;FALSO;15;68;0tQ9vBYpldCuikPsbgOVKA;Untouchable (Taylor’s Version);393;531;50;-6112;1;329;181;0;169;224;200391;0tQ9vBYpldCuikPsbgOVKA;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;267833;FALSO;16;67;01QdEx6kFr78ZejhQtWR5m;Forever & Always (Piano Version) (Taylor’s Version);546;273;90;-9208;1;308;819;0;137;271;118753;01QdEx6kFr78ZejhQtWR5m;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;237338;FALSO;17;65;1n2wszmJyVkw6FHqyLnQsY;Come In With The Rain (Taylor’s Version);476;564;20;-5677;1;269;406;0;102;167;143929;1n2wszmJyVkw6FHqyLnQsY;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;263865;FALSO;18;64;51A8eKvvZz9uydvIZ7xRSV;Superstar (Taylor’s Version);454;555;20;-669;1;283;157;0;343;171;171862;51A8eKvvZz9uydvIZ7xRSV;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;238443;FALSO;19;69;1cSFlSBdpT4F5vb1frQ231;The Other Side Of The Door (Taylor’s Version);432;873;40;-4367;1;577;279;0;167;629;163936;1cSFlSBdpT4F5vb1frQ231;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;241822;FALSO;20;67;2JoJrsEV15OzbijS47lids;Today Was A Fairytale (Taylor’s Version);482;779;70;-5025;1;409;135;0;296;328;158162;2JoJrsEV15OzbijS47lids;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;220839;FALSO;21;66;4CHpVfAhuxNJ3ibExe6kxO;You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault);599;494;20;-761;1;372;816;0;101;44;142893;4CHpVfAhuxNJ3ibExe6kxO;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;277591;FALSO;22;77;2CYVETnhM9aytqrazYYwrK;Mr. Perfectly Fine (Taylor’s Version) (From The Vault);66;817;110;-6269;0;521;162;0;667;714;135942;2CYVETnhM9aytqrazYYwrK;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;244236;FALSO;23;68;34V9RiEPe8MNdU32qJsJa1;We Were Happy (Taylor’s Version) (From The Vault);609;373;0;-8819;1;263;849;0;779;13;106007;34V9RiEPe8MNdU32qJsJa1;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;189495;FALSO;24;69;7eResoqEJJAVTkQYSqvO3P;That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault);588;608;50;-7062;1;365;225;0;92;508;90201;7eResoqEJJAVTkQYSqvO3P;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;208608;FALSO;25;70;4uuEGH5SVuzkkSFjo2DEiY;Don’t You (Taylor’s Version) (From The Vault);563;473;30;-11548;1;503;514;0.00012;109;405;101934;4uuEGH5SVuzkkSFjo2DEiY;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;242157;FALSO;26;68;4qUijfYU8EoIWiY6oSyrgT;Bye Bye Baby (Taylor’s Version) (From The Vault);624;624;50;-786;1;539;334;0;995;527;80132;4qUijfYU8EoIWiY6oSyrgT;40;4hDok0OAJd57SGIT8xuWJH;Fearless (Taylor's Version);9/04/2021;26
1;214706;FALSO;1;75;2gVhfX2Gy1T9kDuS9azrF7;willow;392;574;70;-9195;1;17;833;179;145;529;81112;2gVhfX2Gy1T9kDuS9azrF7;40;6AORtDjduMM3bupSWzbTSG;evermore (deluxe version);7/01/2021;17
1;244000;VERDADERO;2;75;1gcyHQpBQ1lfXGdhZmWrHP;champagne problems;462;24;0;-12077;1;377;92;0;113;32;171319;1gcyHQpBQ1lfXGdhZmWrHP;40;6AORtDjduMM3bupSWzbTSG;evermore (deluxe version);7/01/2021;17
1;185320;VERDADERO;3;73;3Dby3p1m6IOZn2gIIqECgK;gold rush;512;462;90;-10491;1;408;83;166;121;353;11205;3Dby3p1m6IOZn2gIIqECgK;40;6AORtDjduMM3bupSWzbTSG;evermore (deluxe version);7/01/2021;17
1;229840;FALSO;4;74;6sQckd3Z8NPxVVKUnavY1F;‘tis the damn season;575;434;50;-8193;1;312;735;0.00659;105;348;145916;6sQckd3Z8NPxVVKUnavY1F;40;6AORtDjduMM3bupSWzbTSG;evermore (deluxe version);7/01/2021;17
1;245440;VERDADERO;5;74;6lCvK2AR2uOKkVFCVlAzzm;tolerate it;316;361;90;-10381;1;488;878;0.00267;797;221;74952;6lCvK2AR2uOKkVFCVlAzzm;50;6AORtDjduMM3bupSWzbTSG;evermore (deluxe version);7/01/2021;17
"1,215626,False,6,73,6uwfVkaOM1mcMkFmSn35ix,""no body, no crime (feat. HAIM)"",0.546,0.613,7.0,-7.589,0,0.0264,0.418,0.0,0.103,0.535,79.015,6uwfVkaOM1mcMkFmSn35ix,4.0,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17";;;;;;;;;;;;;;;;;;;;;;;
1;315146;VERDADERO;7;71;55Vf4bimc1Rtfg0PAQRAo2;happiness;559;334;110;-10733;1;376;87;0;114;211;122079;55Vf4bimc1Rtfg0PAQRAo2;40;6AORtDjduMM3bupSWzbTSG;evermore (deluxe version);7/01/2021;17
